Date,,Stage,Stage_m
1/25/2015,7:00:00 AM,14.61,4.45
1/25/2015,8:00:00 AM,14.61,4.45
1/25/2015,9:00:00 AM,14.61,4.45
1/25/2015,10:00:00 AM,14.59,4.45
1/25/2015,11:00:00 AM,14.58,4.44
1/25/2015,12:00:00 PM,14.58,4.44
1/25/2015,1:00:00 PM,14.52,4.43
1/25/2015,2:00:00 PM,14.51,4.42
1/25/2015,3:00:00 PM,14.51,4.42
1/25/2015,4:00:00 PM,14.52,4.43
1/25/2015,5:00:00 PM,14.53,4.43
1/25/2015,6:00:00 PM,14.53,4.43
1/25/2015,7:00:00 PM,14.53,4.43
1/25/2015,8:00:00 PM,14.53,4.43
1/25/2015,9:00:00 PM,14.53,4.43
1/25/2015,10:00:00 PM,14.51,4.42
1/25/2015,11:00:00 PM,14.52,4.43
1/26/2015,12:00:00 AM,14.51,4.42
1/26/2015,1:00:00 AM,14.52,4.43
1/26/2015,2:00:00 AM,14.52,4.43
1/26/2015,3:00:00 AM,14.52,4.43
1/26/2015,4:00:00 AM,14.52,4.43
1/26/2015,5:00:00 AM,14.52,4.43
1/26/2015,6:00:00 AM,14.52,4.43
1/26/2015,7:00:00 AM,14.53,4.43
1/26/2015,8:00:00 AM,14.52,4.43
1/26/2015,9:00:00 AM,14.52,4.43
1/26/2015,10:00:00 AM,14.54,4.43
1/26/2015,11:00:00 AM,14.55,4.43
1/26/2015,12:00:00 PM,14.52,4.43
1/26/2015,1:00:00 PM,14.53,4.43
1/26/2015,2:00:00 PM,14.53,4.43
1/26/2015,3:00:00 PM,14.53,4.43
1/26/2015,4:00:00 PM,14.55,4.43
1/26/2015,5:00:00 PM,14.59,4.45
1/26/2015,6:00:00 PM,14.56,4.44
1/26/2015,7:00:00 PM,14.59,4.45
1/26/2015,8:00:00 PM,14.78,4.5
1/26/2015,9:00:00 PM,14.65,4.47
1/26/2015,10:00:00 PM,14.6,4.45
1/26/2015,11:00:00 PM,14.59,4.45
1/27/2015,12:00:00 AM,14.65,4.47
1/27/2015,1:00:00 AM,14.59,4.45
1/27/2015,2:00:00 AM,14.6,4.45
1/27/2015,3:00:00 AM,14.58,4.44
1/27/2015,4:00:00 AM,14.55,4.43
1/27/2015,5:00:00 AM,14.55,4.43
1/27/2015,6:00:00 AM,14.54,4.43
1/27/2015,7:00:00 AM,14.56,4.44
1/27/2015,8:00:00 AM,14.53,4.43
1/27/2015,9:00:00 AM,14.53,4.43
1/27/2015,10:00:00 AM,14.53,4.43
1/27/2015,11:00:00 AM,14.53,4.43
1/27/2015,12:00:00 PM,14.51,4.42
1/27/2015,1:00:00 PM,14.5,4.42
1/27/2015,2:00:00 PM,14.5,4.42
1/27/2015,3:00:00 PM,14.51,4.42
1/27/2015,4:00:00 PM,14.52,4.43
1/27/2015,5:00:00 PM,14.53,4.43
1/27/2015,6:00:00 PM,14.56,4.44
1/27/2015,7:00:00 PM,14.57,4.44
1/27/2015,8:00:00 PM,14.57,4.44
1/27/2015,9:00:00 PM,14.59,4.45
1/27/2015,10:00:00 PM,14.61,4.45
1/27/2015,11:00:00 PM,14.61,4.45
1/28/2015,12:00:00 AM,14.61,4.45
1/28/2015,1:00:00 AM,14.62,4.46
1/28/2015,2:00:00 AM,14.67,4.47
1/28/2015,3:00:00 AM,14.7,4.48
1/28/2015,4:00:00 AM,14.84,4.52
1/28/2015,5:00:00 AM,14.76,4.5
1/28/2015,6:00:00 AM,14.71,4.48
1/28/2015,7:00:00 AM,14.71,4.48
1/28/2015,8:00:00 AM,14.67,4.47
1/28/2015,9:00:00 AM,14.7,4.48
1/28/2015,10:00:00 AM,14.69,4.48
1/28/2015,11:00:00 AM,14.7,4.48
1/28/2015,12:00:00 PM,14.7,4.48
1/28/2015,1:00:00 PM,14.6,4.45
1/28/2015,2:00:00 PM,14.62,4.46
1/28/2015,3:00:00 PM,14.62,4.46
1/28/2015,4:00:00 PM,14.63,4.46
1/28/2015,5:00:00 PM,14.63,4.46
1/28/2015,6:00:00 PM,14.63,4.46
1/28/2015,7:00:00 PM,14.64,4.46
1/28/2015,8:00:00 PM,14.64,4.46
1/28/2015,9:00:00 PM,14.64,4.46
1/28/2015,10:00:00 PM,14.66,4.47
1/28/2015,11:00:00 PM,14.65,4.47
1/29/2015,12:00:00 AM,14.67,4.47
1/29/2015,1:00:00 AM,14.68,4.47
1/29/2015,2:00:00 AM,14.68,4.47
1/29/2015,3:00:00 AM,14.65,4.47
1/29/2015,4:00:00 AM,14.65,4.47
1/29/2015,5:00:00 AM,14.63,4.46
1/29/2015,6:00:00 AM,14.63,4.46
1/29/2015,7:00:00 AM,14.65,4.47
1/29/2015,8:00:00 AM,14.6,4.45
1/29/2015,9:00:00 AM,14.68,4.47
1/29/2015,10:00:00 AM,14.68,4.47
1/29/2015,11:00:00 AM,14.6,4.45
1/29/2015,12:00:00 PM,14.66,4.47
1/29/2015,1:00:00 PM,14.54,4.43
1/29/2015,2:00:00 PM,14.54,4.43
1/29/2015,3:00:00 PM,14.53,4.43
1/29/2015,4:00:00 PM,14.51,4.42
1/29/2015,5:00:00 PM,14.51,4.42
1/29/2015,6:00:00 PM,14.51,4.42
1/29/2015,7:00:00 PM,14.5,4.42
1/29/2015,8:00:00 PM,14.5,4.42
1/29/2015,9:00:00 PM,14.51,4.42
1/29/2015,10:00:00 PM,14.51,4.42
1/29/2015,11:00:00 PM,14.5,4.42
1/30/2015,12:00:00 AM,14.51,4.42
1/30/2015,1:00:00 AM,14.51,4.42
1/30/2015,2:00:00 AM,14.55,4.43
1/30/2015,3:00:00 AM,14.51,4.42
1/30/2015,4:00:00 AM,14.53,4.43
1/30/2015,5:00:00 AM,14.53,4.43
1/30/2015,6:00:00 AM,14.52,4.43
1/30/2015,7:00:00 AM,14.54,4.43
1/30/2015,8:00:00 AM,14.57,4.44
1/30/2015,9:00:00 AM,14.57,4.44
1/30/2015,10:00:00 AM,14.56,4.44
1/30/2015,11:00:00 AM,14.55,4.43
1/30/2015,12:00:00 PM,14.57,4.44
1/30/2015,1:00:00 PM,14.56,4.44
1/30/2015,2:00:00 PM,14.56,4.44
1/30/2015,3:00:00 PM,14.56,4.44
1/30/2015,4:00:00 PM,14.57,4.44
1/30/2015,5:00:00 PM,14.58,4.44
1/30/2015,6:00:00 PM,14.6,4.45
1/30/2015,7:00:00 PM,14.61,4.45
1/30/2015,8:00:00 PM,14.62,4.46
1/30/2015,9:00:00 PM,14.61,4.45
1/30/2015,10:00:00 PM,14.61,4.45
1/30/2015,11:00:00 PM,14.6,4.45
1/31/2015,12:00:00 AM,14.63,4.46
1/31/2015,1:00:00 AM,14.62,4.46
1/31/2015,2:00:00 AM,14.62,4.46
1/31/2015,3:00:00 AM,14.63,4.46
1/31/2015,4:00:00 AM,14.64,4.46
1/31/2015,5:00:00 AM,14.62,4.46
1/31/2015,6:00:00 AM,14.64,4.46
1/31/2015,7:00:00 AM,14.61,4.45
1/31/2015,8:00:00 AM,14.62,4.46
1/31/2015,9:00:00 AM,14.61,4.45
1/31/2015,10:00:00 AM,14.6,4.45
1/31/2015,11:00:00 AM,14.56,4.44
1/31/2015,12:00:00 PM,14.58,4.44
1/31/2015,1:00:00 PM,14.5,4.42
1/31/2015,2:00:00 PM,14.51,4.42
1/31/2015,3:00:00 PM,14.51,4.42
1/31/2015,4:00:00 PM,14.53,4.43
1/31/2015,5:00:00 PM,14.51,4.42
1/31/2015,6:00:00 PM,14.5,4.42
1/31/2015,7:00:00 PM,14.5,4.42
1/31/2015,8:00:00 PM,14.49,4.42
1/31/2015,9:00:00 PM,14.48,4.41
1/31/2015,10:00:00 PM,14.54,4.43
1/31/2015,11:00:00 PM,14.48,4.41
2/1/2015,12:00:00 AM,14.49,4.42
2/1/2015,1:00:00 AM,14.47,4.41
2/1/2015,2:00:00 AM,14.47,4.41
2/1/2015,3:00:00 AM,14.48,4.41
2/1/2015,4:00:00 AM,14.48,4.41
2/1/2015,5:00:00 AM,14.46,4.41
2/1/2015,6:00:00 AM,14.48,4.41
2/1/2015,7:00:00 AM,14.48,4.41
2/1/2015,8:00:00 AM,14.46,4.41
2/1/2015,9:00:00 AM,14.46,4.41
2/1/2015,10:00:00 AM,14.45,4.4
2/1/2015,11:00:00 AM,14.44,4.4
2/1/2015,12:00:00 PM,14.45,4.4
2/1/2015,1:00:00 PM,14.4,4.39
2/1/2015,2:00:00 PM,14.41,4.39
2/1/2015,3:00:00 PM,14.4,4.39
2/1/2015,4:00:00 PM,14.41,4.39
2/1/2015,5:00:00 PM,14.42,4.4
2/1/2015,6:00:00 PM,14.42,4.4
2/1/2015,7:00:00 PM,14.44,4.4
2/1/2015,8:00:00 PM,14.43,4.4
2/1/2015,9:00:00 PM,14.47,4.41
2/1/2015,10:00:00 PM,14.47,4.41
2/1/2015,11:00:00 PM,14.54,4.43
2/2/2015,12:00:00 AM,14.56,4.44
2/2/2015,1:00:00 AM,14.53,4.43
2/2/2015,2:00:00 AM,14.56,4.44
2/2/2015,3:00:00 AM,14.57,4.44
2/2/2015,4:00:00 AM,14.54,4.43
2/2/2015,5:00:00 AM,14.56,4.44
2/2/2015,6:00:00 AM,14.56,4.44
2/2/2015,7:00:00 AM,14.55,4.43
2/2/2015,8:00:00 AM,14.54,4.43
2/2/2015,9:00:00 AM,14.55,4.43
2/2/2015,10:00:00 AM,14.55,4.43
2/2/2015,11:00:00 AM,14.58,4.44
2/2/2015,12:00:00 PM,14.49,4.42
2/2/2015,1:00:00 PM,14.43,4.4
2/2/2015,2:00:00 PM,14.43,4.4
2/2/2015,3:00:00 PM,14.43,4.4
2/2/2015,4:00:00 PM,14.44,4.4
2/2/2015,5:00:00 PM,14.44,4.4
2/2/2015,6:00:00 PM,14.46,4.41
2/2/2015,7:00:00 PM,14.44,4.4
2/2/2015,8:00:00 PM,14.45,4.4
2/2/2015,9:00:00 PM,14.45,4.4
2/2/2015,10:00:00 PM,14.46,4.41
2/2/2015,11:00:00 PM,14.45,4.4
2/3/2015,12:00:00 AM,14.46,4.41
2/3/2015,1:00:00 AM,14.51,4.42
2/3/2015,2:00:00 AM,14.46,4.41
2/3/2015,3:00:00 AM,14.51,4.42
2/3/2015,4:00:00 AM,14.64,4.46
2/3/2015,5:00:00 AM,14.48,4.41
2/3/2015,6:00:00 AM,14.53,4.43
2/3/2015,7:00:00 AM,14.5,4.42
2/3/2015,8:00:00 AM,14.47,4.41
2/3/2015,9:00:00 AM,14.41,4.39
2/3/2015,10:00:00 AM,14.44,4.4
2/3/2015,11:00:00 AM,14.48,4.41
2/3/2015,12:00:00 PM,14.48,4.41
2/3/2015,1:00:00 PM,14.38,4.38
2/3/2015,2:00:00 PM,14.39,4.39
2/3/2015,3:00:00 PM,14.38,4.38
2/3/2015,4:00:00 PM,14.39,4.39
2/3/2015,5:00:00 PM,14.39,4.39
2/3/2015,6:00:00 PM,14.39,4.39
2/3/2015,7:00:00 PM,14.41,4.39
2/3/2015,8:00:00 PM,14.45,4.4
2/3/2015,9:00:00 PM,14.42,4.4
2/3/2015,10:00:00 PM,14.44,4.4
2/3/2015,11:00:00 PM,14.44,4.4
2/4/2015,12:00:00 AM,14.46,4.41
2/4/2015,1:00:00 AM,14.48,4.41
2/4/2015,2:00:00 AM,14.5,4.42
2/4/2015,3:00:00 AM,14.51,4.42
2/4/2015,4:00:00 AM,14.52,4.43
2/4/2015,5:00:00 AM,14.52,4.43
2/4/2015,6:00:00 AM,14.53,4.43
2/4/2015,7:00:00 AM,14.55,4.43
2/4/2015,8:00:00 AM,14.54,4.43
2/4/2015,9:00:00 AM,14.58,4.44
2/4/2015,10:00:00 AM,14.54,4.43
2/4/2015,11:00:00 AM,14.54,4.43
2/4/2015,12:00:00 PM,14.56,4.44
2/4/2015,1:00:00 PM,14.51,4.42
2/4/2015,2:00:00 PM,14.52,4.43
2/4/2015,3:00:00 PM,14.52,4.43
2/4/2015,4:00:00 PM,14.53,4.43
2/4/2015,5:00:00 PM,14.53,4.43
2/4/2015,6:00:00 PM,14.55,4.43
2/4/2015,7:00:00 PM,14.52,4.43
2/4/2015,8:00:00 PM,14.53,4.43
2/4/2015,9:00:00 PM,14.55,4.43
2/4/2015,10:00:00 PM,14.56,4.44
2/4/2015,11:00:00 PM,14.57,4.44
2/5/2015,12:00:00 AM,14.56,4.44
2/5/2015,1:00:00 AM,14.57,4.44
2/5/2015,2:00:00 AM,14.6,4.45
2/5/2015,3:00:00 AM,14.59,4.45
2/5/2015,4:00:00 AM,14.61,4.45
2/5/2015,5:00:00 AM,14.63,4.46
2/5/2015,6:00:00 AM,14.62,4.46
2/5/2015,7:00:00 AM,14.63,4.46
2/5/2015,8:00:00 AM,14.64,4.46
2/5/2015,9:00:00 AM,14.65,4.47
2/5/2015,10:00:00 AM,14.63,4.46
2/5/2015,11:00:00 AM,14.64,4.46
2/5/2015,12:00:00 PM,14.65,4.47
2/5/2015,1:00:00 PM,14.65,4.47
2/5/2015,2:00:00 PM,14.65,4.47
2/5/2015,3:00:00 PM,14.66,4.47
2/5/2015,4:00:00 PM,14.67,4.47
2/5/2015,5:00:00 PM,14.67,4.47
2/5/2015,6:00:00 PM,14.67,4.47
2/5/2015,7:00:00 PM,14.66,4.47
2/5/2015,8:00:00 PM,14.67,4.47
2/5/2015,9:00:00 PM,14.68,4.47
2/5/2015,10:00:00 PM,14.69,4.48
2/5/2015,11:00:00 PM,14.7,4.48
2/6/2015,12:00:00 AM,14.71,4.48
2/6/2015,1:00:00 AM,14.7,4.48
2/6/2015,2:00:00 AM,14.75,4.5
2/6/2015,3:00:00 AM,14.78,4.5
2/6/2015,4:00:00 AM,14.8,4.51
2/6/2015,5:00:00 AM,14.82,4.52
2/6/2015,6:00:00 AM,14.85,4.53
2/6/2015,7:00:00 AM,14.87,4.53
2/6/2015,8:00:00 AM,14.89,4.54
2/6/2015,9:00:00 AM,14.9,4.54
2/6/2015,10:00:00 AM,14.93,4.55
2/6/2015,11:00:00 AM,14.93,4.55
2/6/2015,12:00:00 PM,14.96,4.56
2/6/2015,1:00:00 PM,15.02,4.58
2/6/2015,2:00:00 PM,15.07,4.59
2/6/2015,3:00:00 PM,15.02,4.58
2/6/2015,4:00:00 PM,15.07,4.59
2/6/2015,5:00:00 PM,15.12,4.61
2/6/2015,6:00:00 PM,15.11,4.61
2/6/2015,7:00:00 PM,15.14,4.61
2/6/2015,8:00:00 PM,15.17,4.62
2/6/2015,9:00:00 PM,15.18,4.63
2/6/2015,10:00:00 PM,15.21,4.64
2/6/2015,11:00:00 PM,15.23,4.64
2/7/2015,12:00:00 AM,15.26,4.65
2/7/2015,1:00:00 AM,15.26,4.65
2/7/2015,2:00:00 AM,15.26,4.65
2/7/2015,3:00:00 AM,15.29,4.66
2/7/2015,4:00:00 AM,15.33,4.67
2/7/2015,5:00:00 AM,15.35,4.68
2/7/2015,6:00:00 AM,15.39,4.69
2/7/2015,7:00:00 AM,15.41,4.7
2/7/2015,8:00:00 AM,15.48,4.72
2/7/2015,9:00:00 AM,15.52,4.73
2/7/2015,10:00:00 AM,15.58,4.75
2/7/2015,11:00:00 AM,15.64,4.77
2/7/2015,12:00:00 PM,15.77,4.81
2/7/2015,1:00:00 PM,15.73,4.79
2/7/2015,2:00:00 PM,15.85,4.83
2/7/2015,3:00:00 PM,15.88,4.84
2/7/2015,4:00:00 PM,16,4.88
2/7/2015,5:00:00 PM,16.04,4.89
2/7/2015,6:00:00 PM,16.1,4.91
2/7/2015,7:00:00 PM,16.2,4.94
2/7/2015,8:00:00 PM,16.26,4.96
2/7/2015,9:00:00 PM,16.33,4.98
2/7/2015,10:00:00 PM,16.4,5
2/7/2015,11:00:00 PM,16.49,5.03
2/8/2015,12:00:00 AM,16.58,5.05
2/8/2015,1:00:00 AM,16.68,5.08
2/8/2015,2:00:00 AM,16.83,5.13
2/8/2015,3:00:00 AM,16.97,5.17
2/8/2015,4:00:00 AM,17.23,5.25
2/8/2015,5:00:00 AM,17.56,5.35
2/8/2015,6:00:00 AM,18.04,5.5
2/8/2015,7:00:00 AM,18.59,5.67
2/8/2015,8:00:00 AM,19.16,5.84
2/8/2015,9:00:00 AM,19.66,5.99
2/8/2015,10:00:00 AM,20.22,6.16
2/8/2015,11:00:00 AM,20.72,6.32
2/8/2015,12:00:00 PM,21.21,6.46
2/8/2015,1:00:00 PM,21.67,6.61
2/8/2015,2:00:00 PM,22.06,6.72
2/8/2015,3:00:00 PM,22.42,6.83
2/8/2015,4:00:00 PM,22.82,6.96
2/8/2015,5:00:00 PM,23.31,7.1
2/8/2015,6:00:00 PM,23.93,7.29
2/8/2015,7:00:00 PM,24.13,7.35
2/8/2015,8:00:00 PM,24.32,7.41
2/8/2015,9:00:00 PM,24.56,7.49
2/8/2015,10:00:00 PM,24.71,7.53
2/8/2015,11:00:00 PM,24.85,7.57
2/9/2015,12:00:00 AM,24.96,7.61
2/9/2015,1:00:00 AM,25.18,7.67
2/9/2015,2:00:00 AM,25.33,7.72
2/9/2015,3:00:00 AM,25.48,7.77
2/9/2015,4:00:00 AM,25.66,7.82
2/9/2015,5:00:00 AM,25.76,7.85
2/9/2015,6:00:00 AM,25.86,7.88
2/9/2015,7:00:00 AM,25.97,7.92
2/9/2015,8:00:00 AM,26.08,7.95
2/9/2015,9:00:00 AM,26.18,7.98
2/9/2015,10:00:00 AM,26.27,8.01
2/9/2015,11:00:00 AM,26.41,8.05
2/9/2015,12:00:00 PM,26.5,8.08
2/9/2015,1:00:00 PM,26.51,8.08
2/9/2015,2:00:00 PM,26.58,8.1
2/9/2015,3:00:00 PM,26.69,8.14
2/9/2015,4:00:00 PM,26.78,8.16
2/9/2015,5:00:00 PM,26.84,8.18
2/9/2015,6:00:00 PM,26.85,8.18
2/9/2015,7:00:00 PM,26.85,8.18
2/9/2015,8:00:00 PM,26.94,8.21
2/9/2015,9:00:00 PM,26.99,8.23
2/9/2015,10:00:00 PM,27.03,8.24
2/9/2015,11:00:00 PM,27.09,8.26
2/10/2015,12:00:00 AM,27.1,8.26
2/10/2015,1:00:00 AM,27.06,8.25
2/10/2015,2:00:00 AM,27.06,8.25
2/10/2015,3:00:00 AM,27.09,8.26
2/10/2015,4:00:00 AM,27.13,8.27
2/10/2015,5:00:00 AM,27.15,8.28
2/10/2015,6:00:00 AM,27.18,8.28
2/10/2015,7:00:00 AM,27.21,8.29
2/10/2015,8:00:00 AM,27.22,8.3
2/10/2015,9:00:00 AM,27.25,8.31
2/10/2015,10:00:00 AM,27.28,8.31
2/10/2015,11:00:00 AM,27.27,8.31
2/10/2015,12:00:00 PM,27.29,8.32
2/10/2015,1:00:00 PM,27.32,8.33
2/10/2015,2:00:00 PM,27.36,8.34
2/10/2015,3:00:00 PM,27.35,8.34
2/10/2015,4:00:00 PM,27.39,8.35
2/10/2015,5:00:00 PM,27.4,8.35
2/10/2015,6:00:00 PM,27.42,8.36
2/10/2015,7:00:00 PM,27.48,8.38
2/10/2015,8:00:00 PM,27.46,8.37
2/10/2015,9:00:00 PM,27.51,8.39
2/10/2015,10:00:00 PM,27.54,8.39
2/10/2015,11:00:00 PM,27.54,8.39
2/11/2015,12:00:00 AM,27.59,8.41
2/11/2015,1:00:00 AM,27.63,8.42
2/11/2015,2:00:00 AM,27.63,8.42
2/11/2015,3:00:00 AM,27.64,8.42
2/11/2015,4:00:00 AM,27.62,8.42
2/11/2015,5:00:00 AM,27.7,8.44
2/11/2015,6:00:00 AM,27.68,8.44
2/11/2015,7:00:00 AM,27.67,8.43
2/11/2015,8:00:00 AM,27.66,8.43
2/11/2015,9:00:00 AM,27.71,8.45
2/11/2015,10:00:00 AM,27.66,8.43
2/11/2015,11:00:00 AM,27.68,8.44
2/11/2015,12:00:00 PM,27.69,8.44
2/11/2015,1:00:00 PM,27.64,8.42
2/11/2015,2:00:00 PM,27.62,8.42
2/11/2015,3:00:00 PM,27.66,8.43
2/11/2015,4:00:00 PM,27.69,8.44
2/11/2015,5:00:00 PM,27.68,8.44
2/11/2015,6:00:00 PM,27.63,8.42
2/11/2015,7:00:00 PM,27.6,8.41
2/11/2015,8:00:00 PM,27.57,8.4
2/11/2015,9:00:00 PM,27.53,8.39
2/11/2015,10:00:00 PM,27.56,8.4
2/11/2015,11:00:00 PM,27.51,8.39
2/12/2015,12:00:00 AM,27.53,8.39
2/12/2015,1:00:00 AM,27.49,8.38
2/12/2015,2:00:00 AM,27.48,8.38
2/12/2015,3:00:00 AM,27.45,8.37
2/12/2015,4:00:00 AM,27.43,8.36
2/12/2015,5:00:00 AM,27.42,8.36
2/12/2015,6:00:00 AM,27.38,8.35
2/12/2015,7:00:00 AM,27.3,8.32
2/12/2015,8:00:00 AM,27.25,8.31
2/12/2015,9:00:00 AM,27.18,8.28
2/12/2015,10:00:00 AM,27.12,8.27
2/12/2015,11:00:00 AM,27.13,8.27
2/12/2015,12:00:00 PM,27.03,8.24
2/12/2015,1:00:00 PM,26.99,8.23
2/12/2015,2:00:00 PM,26.9,8.2
2/12/2015,3:00:00 PM,26.86,8.19
2/12/2015,4:00:00 PM,26.79,8.17
2/12/2015,5:00:00 PM,26.78,8.16
2/12/2015,6:00:00 PM,26.64,8.12
2/12/2015,7:00:00 PM,26.62,8.11
2/12/2015,8:00:00 PM,26.48,8.07
2/12/2015,9:00:00 PM,26.39,8.04
2/12/2015,10:00:00 PM,26.31,8.02
2/12/2015,11:00:00 PM,26.26,8
2/13/2015,12:00:00 AM,26.22,7.99
2/13/2015,1:00:00 AM,26.1,7.96
2/13/2015,2:00:00 AM,26.01,7.93
2/13/2015,3:00:00 AM,25.96,7.91
2/13/2015,4:00:00 AM,25.85,7.88
2/13/2015,5:00:00 AM,25.78,7.86
2/13/2015,6:00:00 AM,25.69,7.83
2/13/2015,7:00:00 AM,25.65,7.82
2/13/2015,8:00:00 AM,25.56,7.79
2/13/2015,9:00:00 AM,25.48,7.77
2/13/2015,10:00:00 AM,25.39,7.74
2/13/2015,11:00:00 AM,25.35,7.73
2/13/2015,12:00:00 PM,25.27,7.7
2/13/2015,1:00:00 PM,25.12,7.66
2/13/2015,2:00:00 PM,25.08,7.64
2/13/2015,3:00:00 PM,24.97,7.61
2/13/2015,4:00:00 PM,24.96,7.61
2/13/2015,5:00:00 PM,24.88,7.58
2/13/2015,6:00:00 PM,24.86,7.58
2/13/2015,7:00:00 PM,24.68,7.52
2/13/2015,8:00:00 PM,24.68,7.52
2/13/2015,9:00:00 PM,24.7,7.53
2/13/2015,10:00:00 PM,24.52,7.47
2/13/2015,11:00:00 PM,24.42,7.44
2/14/2015,12:00:00 AM,24.26,7.39
2/14/2015,1:00:00 AM,24.2,7.38
2/14/2015,2:00:00 AM,24.16,7.36
2/14/2015,3:00:00 AM,24.09,7.34
2/14/2015,4:00:00 AM,24.03,7.32
2/14/2015,5:00:00 AM,23.94,7.3
2/14/2015,6:00:00 AM,23.87,7.28
2/14/2015,7:00:00 AM,23.83,7.26
2/14/2015,8:00:00 AM,23.78,7.25
2/14/2015,9:00:00 AM,23.69,7.22
2/14/2015,10:00:00 AM,23.62,7.2
2/14/2015,11:00:00 AM,23.55,7.18
2/14/2015,12:00:00 PM,23.54,7.17
2/14/2015,1:00:00 PM,23.41,7.14
2/14/2015,2:00:00 PM,23.42,7.14
2/14/2015,3:00:00 PM,23.34,7.11
2/14/2015,4:00:00 PM,23.3,7.1
2/14/2015,5:00:00 PM,23.32,7.11
2/14/2015,6:00:00 PM,23.2,7.07
2/14/2015,7:00:00 PM,23.18,7.07
2/14/2015,8:00:00 PM,23.11,7.04
2/14/2015,9:00:00 PM,23.06,7.03
2/14/2015,10:00:00 PM,22.96,7
2/14/2015,11:00:00 PM,22.93,6.99
2/15/2015,12:00:00 AM,22.84,6.96
2/15/2015,1:00:00 AM,22.87,6.97
2/15/2015,2:00:00 AM,22.69,6.92
2/15/2015,3:00:00 AM,22.62,6.89
2/15/2015,4:00:00 AM,22.62,6.89
2/15/2015,5:00:00 AM,22.59,6.89
2/15/2015,6:00:00 AM,22.47,6.85
2/15/2015,7:00:00 AM,22.41,6.83
2/15/2015,8:00:00 AM,22.34,6.81
2/15/2015,9:00:00 AM,22.27,6.79
2/15/2015,10:00:00 AM,22.21,6.77
2/15/2015,11:00:00 AM,22.15,6.75
2/15/2015,12:00:00 PM,22.08,6.73
2/15/2015,1:00:00 PM,21.99,6.7
2/15/2015,2:00:00 PM,21.91,6.68
2/15/2015,3:00:00 PM,21.83,6.65
2/15/2015,4:00:00 PM,21.81,6.65
2/15/2015,5:00:00 PM,21.8,6.64
2/15/2015,6:00:00 PM,21.69,6.61
2/15/2015,7:00:00 PM,21.6,6.58
2/15/2015,8:00:00 PM,21.61,6.59
2/15/2015,9:00:00 PM,21.46,6.54
2/15/2015,10:00:00 PM,21.43,6.53
2/15/2015,11:00:00 PM,21.41,6.53
2/16/2015,12:00:00 AM,21.31,6.5
2/16/2015,1:00:00 AM,21.29,6.49
2/16/2015,2:00:00 AM,21.24,6.47
2/16/2015,3:00:00 AM,21.21,6.46
2/16/2015,4:00:00 AM,21.11,6.43
2/16/2015,5:00:00 AM,21.09,6.43
2/16/2015,6:00:00 AM,21.07,6.42
2/16/2015,7:00:00 AM,21,6.4
2/16/2015,8:00:00 AM,20.93,6.38
2/16/2015,9:00:00 AM,20.88,6.36
2/16/2015,10:00:00 AM,20.86,6.36
2/16/2015,11:00:00 AM,20.82,6.35
2/16/2015,12:00:00 PM,20.88,6.36
2/16/2015,1:00:00 PM,20.66,6.3
2/16/2015,2:00:00 PM,20.71,6.31
2/16/2015,3:00:00 PM,20.54,6.26
2/16/2015,4:00:00 PM,20.59,6.28
2/16/2015,5:00:00 PM,20.45,6.23
2/16/2015,6:00:00 PM,20.43,6.23
2/16/2015,7:00:00 PM,20.29,6.18
2/16/2015,8:00:00 PM,20.35,6.2
2/16/2015,9:00:00 PM,20.21,6.16
2/16/2015,10:00:00 PM,20.14,6.14
2/16/2015,11:00:00 PM,20.1,6.13
2/17/2015,12:00:00 AM,20.11,6.13
2/17/2015,1:00:00 AM,19.98,6.09
2/17/2015,2:00:00 AM,19.9,6.07
2/17/2015,3:00:00 AM,19.88,6.06
2/17/2015,4:00:00 AM,19.95,6.08
2/17/2015,5:00:00 AM,19.84,6.05
2/17/2015,6:00:00 AM,19.78,6.03
2/17/2015,7:00:00 AM,19.66,5.99
2/17/2015,8:00:00 AM,19.63,5.98
2/17/2015,9:00:00 AM,19.62,5.98
2/17/2015,10:00:00 AM,19.57,5.96
2/17/2015,11:00:00 AM,19.55,5.96
2/17/2015,12:00:00 PM,19.51,5.95
2/17/2015,1:00:00 PM,19.46,5.93
2/17/2015,2:00:00 PM,19.44,5.93
2/17/2015,3:00:00 PM,19.38,5.91
2/17/2015,4:00:00 PM,19.39,5.91
2/17/2015,5:00:00 PM,19.3,5.88
2/17/2015,6:00:00 PM,19.3,5.88
2/17/2015,7:00:00 PM,19.29,5.88
2/17/2015,8:00:00 PM,19.24,5.86
2/17/2015,9:00:00 PM,19.19,5.85
2/17/2015,10:00:00 PM,19.14,5.83
2/17/2015,11:00:00 PM,19.18,5.85
2/18/2015,12:00:00 AM,19.08,5.82
2/18/2015,1:00:00 AM,19.01,5.79
2/18/2015,2:00:00 AM,18.97,5.78
2/18/2015,3:00:00 AM,18.94,5.77
2/18/2015,4:00:00 AM,18.93,5.77
2/18/2015,5:00:00 AM,18.95,5.78
2/18/2015,6:00:00 AM,18.92,5.77
2/18/2015,7:00:00 AM,18.86,5.75
2/18/2015,8:00:00 AM,18.89,5.76
2/18/2015,9:00:00 AM,18.79,5.73
2/18/2015,10:00:00 AM,18.84,5.74
2/18/2015,11:00:00 AM,18.81,5.73
2/18/2015,12:00:00 PM,18.7,5.7
2/18/2015,1:00:00 PM,18.62,5.68
