Date,E (PST),Stage,Stage_m,
4/18/2016,4:00:00 PM,18.16,5.54,0.31
4/18/2016,5:00:00 PM,17.84,5.44,0.32
4/18/2016,6:00:00 PM,17.7,5.39,0.14
4/18/2016,7:00:00 PM,17.94,5.47,-0.24
4/18/2016,8:00:00 PM,17.95,5.47,-0.01
4/18/2016,9:00:00 PM,17.85,5.44,0.1
4/18/2016,10:00:00 PM,17.82,5.43,0.03
4/18/2016,11:00:00 PM,17.92,5.46,-0.1
4/19/2016,12:00:00 AM,17.73,5.4,0.19
4/19/2016,1:00:00 AM,17.59,5.36,0.14
4/19/2016,2:00:00 AM,18.39,5.61,-0.8
4/19/2016,3:00:00 AM,17.93,5.47,0.46
4/19/2016,4:00:00 AM,17.66,5.38,0.27
4/19/2016,5:00:00 AM,17.71,5.4,-0.05
4/19/2016,6:00:00 AM,17.8,5.43,-0.09
4/19/2016,7:00:00 AM,17.9,5.46,-0.1
4/19/2016,8:00:00 AM,17.75,5.41,0.15
4/19/2016,9:00:00 AM,17.73,5.4,0.02
4/19/2016,10:00:00 AM,17.75,5.41,-0.02
4/19/2016,11:00:00 AM,17.48,5.33,0.27
4/19/2016,12:00:00 PM,17.63,5.37,-0.15
4/19/2016,1:00:00 PM,17.5,5.33,0.13
4/19/2016,2:00:00 PM,17.64,5.38,-0.14
4/19/2016,3:00:00 PM,17.6,5.36,0.04
4/19/2016,4:00:00 PM,17.54,5.35,0.06
4/19/2016,5:00:00 PM,17.57,5.36,-0.03
4/19/2016,6:00:00 PM,17.7,5.39,-0.13
4/19/2016,7:00:00 PM,17.31,5.28,0.39
4/19/2016,8:00:00 PM,17.77,5.42,-0.46
4/19/2016,9:00:00 PM,17.72,5.4,0.05
4/19/2016,10:00:00 PM,17.58,5.36,0.14
4/19/2016,11:00:00 PM,17.65,5.38,-0.07
4/20/2016,12:00:00 AM,17.66,5.38,-0.01
4/20/2016,1:00:00 AM,17.71,5.4,-0.05
4/20/2016,2:00:00 AM,17.58,5.36,0.13
4/20/2016,3:00:00 AM,17.69,5.39,-0.11
4/20/2016,4:00:00 AM,17.65,5.38,0.04
4/20/2016,5:00:00 AM,17.68,5.39,-0.03
4/20/2016,6:00:00 AM,17.68,5.39,0
4/20/2016,7:00:00 AM,17.6,5.36,0.08
4/20/2016,8:00:00 AM,17.64,5.38,-0.04
4/20/2016,9:00:00 AM,17.67,5.39,-0.03
4/20/2016,10:00:00 AM,17.39,5.3,0.28
4/20/2016,11:00:00 AM,17.44,5.32,-0.05
4/20/2016,12:00:00 PM,17.49,5.33,-0.05
4/20/2016,1:00:00 PM,16.84,5.13,0.65
4/20/2016,2:00:00 PM,16.81,5.12,0.03
4/20/2016,3:00:00 PM,16.7,5.09,0.11
4/20/2016,4:00:00 PM,16.65,5.07,0.05
4/20/2016,5:00:00 PM,16.84,5.13,-0.19
4/20/2016,6:00:00 PM,16.67,5.08,0.17
4/20/2016,7:00:00 PM,16.73,5.1,-0.06
4/20/2016,8:00:00 PM,16.7,5.09,0.03
4/20/2016,9:00:00 PM,16.72,5.1,-0.02
4/20/2016,10:00:00 PM,16.59,5.06,0.13
4/20/2016,11:00:00 PM,16.69,5.09,-0.1
4/21/2016,12:00:00 AM,16.61,5.06,0.08
4/21/2016,1:00:00 AM,16.59,5.06,0.02
4/21/2016,2:00:00 AM,16.59,5.06,0
4/21/2016,3:00:00 AM,16.53,5.04,0.06
4/21/2016,4:00:00 AM,16.53,5.04,0
4/21/2016,5:00:00 AM,16.57,5.05,-0.04
4/21/2016,6:00:00 AM,16.55,5.04,0.02
4/21/2016,7:00:00 AM,16.47,5.02,0.08
4/21/2016,8:00:00 AM,16.53,5.04,-0.06
4/21/2016,9:00:00 AM,16.48,5.02,0.05
4/21/2016,10:00:00 AM,16.42,5,0.06
4/21/2016,11:00:00 AM,16.53,5.04,-0.11
4/21/2016,12:00:00 PM,16.4,5,0.13
4/21/2016,1:00:00 PM,16.52,5.04,-0.12
4/21/2016,2:00:00 PM,16.35,4.98,0.17
4/21/2016,3:00:00 PM,16.43,5.01,-0.08
4/21/2016,4:00:00 PM,16.36,4.99,0.07
4/21/2016,5:00:00 PM,16.25,4.95,0.11
4/21/2016,6:00:00 PM,16.39,5,-0.14
4/21/2016,7:00:00 PM,16.31,4.97,0.08
4/21/2016,8:00:00 PM,16.44,5.01,-0.13
4/21/2016,9:00:00 PM,16.21,4.94,0.23
4/21/2016,10:00:00 PM,16.29,4.97,-0.08
4/21/2016,11:00:00 PM,16.13,4.92,0.16
4/22/2016,12:00:00 AM,16.18,4.93,-0.05
4/22/2016,1:00:00 AM,16.38,4.99,-0.2
4/22/2016,2:00:00 AM,16.39,5,-0.01
4/22/2016,3:00:00 AM,16.21,4.94,0.18
4/22/2016,4:00:00 AM,16.41,5,-0.2
4/22/2016,5:00:00 AM,16.21,4.94,0.2
4/22/2016,6:00:00 AM,16.28,4.96,-0.07
4/22/2016,7:00:00 AM,16.23,4.95,0.05
4/22/2016,8:00:00 AM,16.16,4.93,0.07
4/22/2016,9:00:00 AM,16.23,4.95,-0.07
4/22/2016,10:00:00 AM,16.15,4.92,0.08
4/22/2016,11:00:00 AM,16.06,4.9,0.09
4/22/2016,12:00:00 PM,16.02,4.88,0.04
4/22/2016,1:00:00 PM,16,4.88,0.02
4/22/2016,2:00:00 PM,16.04,4.89,-0.04
4/22/2016,3:00:00 PM,16.08,4.9,-0.04
4/22/2016,4:00:00 PM,16.13,4.92,-0.05
4/22/2016,5:00:00 PM,15.94,4.86,0.19
4/22/2016,6:00:00 PM,16.41,5,-0.47
4/22/2016,7:00:00 PM,15.98,4.87,0.43
4/22/2016,8:00:00 PM,16.94,5.16,-0.96
4/22/2016,9:00:00 PM,16.09,4.9,0.85
4/22/2016,10:00:00 PM,15.88,4.84,0.21
4/22/2016,11:00:00 PM,16.59,5.06,-0.71
4/23/2016,12:00:00 AM,15.96,4.86,0.63
4/23/2016,1:00:00 AM,15.81,4.82,0.15
4/23/2016,2:00:00 AM,15.82,4.82,-0.01
4/23/2016,3:00:00 AM,16.17,4.93,-0.35
4/23/2016,4:00:00 AM,15.84,4.83,0.33
4/23/2016,5:00:00 AM,16.02,4.88,-0.18
4/23/2016,6:00:00 AM,15.91,4.85,0.11
4/23/2016,7:00:00 AM,16.14,4.92,-0.23
4/23/2016,8:00:00 AM,15.98,4.87,0.16
4/23/2016,9:00:00 AM,15.75,4.8,0.23
4/23/2016,10:00:00 AM,15.8,4.82,-0.05
4/23/2016,11:00:00 AM,16.26,4.96,-0.46
4/23/2016,12:00:00 PM,16.03,4.89,0.23
4/23/2016,1:00:00 PM,15.91,4.85,0.12
4/23/2016,2:00:00 PM,16.07,4.9,-0.16
4/23/2016,3:00:00 PM,15.85,4.83,0.22
4/23/2016,4:00:00 PM,16.19,4.93,-0.34
4/23/2016,5:00:00 PM,15.87,4.84,0.32
4/23/2016,6:00:00 PM,15.75,4.8,0.12
4/23/2016,7:00:00 PM,15.91,4.85,-0.16
4/23/2016,8:00:00 PM,15.85,4.83,0.06
4/23/2016,9:00:00 PM,15.76,4.8,0.09
4/23/2016,10:00:00 PM,15.68,4.78,0.08
4/23/2016,11:00:00 PM,15.63,4.76,0.05
4/24/2016,12:00:00 AM,15.75,4.8,-0.12
4/24/2016,1:00:00 AM,15.83,4.82,-0.08
4/24/2016,2:00:00 AM,15.86,4.83,-0.03
4/24/2016,3:00:00 AM,16.25,4.95,-0.39
4/24/2016,4:00:00 AM,15.8,4.82,0.45
4/24/2016,5:00:00 AM,16.13,4.92,-0.33
4/24/2016,6:00:00 AM,15.68,4.78,0.45
4/24/2016,7:00:00 AM,15.89,4.84,-0.21
4/24/2016,8:00:00 AM,15.62,4.76,0.27
4/24/2016,9:00:00 AM,15.8,4.82,-0.18
4/24/2016,10:00:00 AM,16.11,4.91,-0.31
4/24/2016,11:00:00 AM,15.63,4.76,0.48
4/24/2016,12:00:00 PM,15.87,4.84,-0.24
4/24/2016,1:00:00 PM,16.23,4.95,-0.36
4/24/2016,2:00:00 PM,16.32,4.97,-0.09
4/24/2016,3:00:00 PM,15.98,4.87,0.34
4/24/2016,4:00:00 PM,15.84,4.83,0.14
4/24/2016,5:00:00 PM,15.64,4.77,0.2
4/24/2016,6:00:00 PM,16.31,4.97,-0.67
4/24/2016,7:00:00 PM,15.63,4.76,0.68
4/24/2016,8:00:00 PM,15.76,4.8,-0.13
4/24/2016,9:00:00 PM,15.94,4.86,-0.18
4/24/2016,10:00:00 PM,15.83,4.82,0.11
4/24/2016,11:00:00 PM,15.64,4.77,0.19
4/25/2016,12:00:00 AM,15.84,4.83,-0.2
4/25/2016,1:00:00 AM,15.61,4.76,0.23
4/25/2016,2:00:00 AM,15.73,4.79,-0.12
4/25/2016,3:00:00 AM,15.75,4.8,-0.02
4/25/2016,4:00:00 AM,15.81,4.82,-0.06
4/25/2016,5:00:00 AM,15.86,4.83,-0.05
4/25/2016,6:00:00 AM,15.76,4.8,0.1
4/25/2016,7:00:00 AM,16.03,4.89,-0.27
4/25/2016,8:00:00 AM,15.82,4.82,0.21
4/25/2016,9:00:00 AM,15.89,4.84,-0.07
4/25/2016,10:00:00 AM,15.74,4.8,0.15
4/25/2016,11:00:00 AM,16.03,4.89,-0.29
4/25/2016,12:00:00 PM,15.65,4.77,0.38
4/25/2016,1:00:00 PM,15.92,4.85,-0.27
4/25/2016,2:00:00 PM,15.85,4.83,0.07
4/25/2016,3:00:00 PM,15.73,4.79,0.12
4/25/2016,4:00:00 PM,16.27,4.96,-0.54
4/25/2016,5:00:00 PM,15.73,4.79,0.54
4/25/2016,6:00:00 PM,15.83,4.82,-0.1
4/25/2016,7:00:00 PM,15.82,4.82,0.01
4/25/2016,8:00:00 PM,15.76,4.8,0.06
4/25/2016,9:00:00 PM,15.77,4.81,-0.01
4/25/2016,10:00:00 PM,15.69,4.78,0.08
4/25/2016,11:00:00 PM,15.82,4.82,-0.13
4/26/2016,12:00:00 AM,15.69,4.78,0.13
4/26/2016,1:00:00 AM,15.83,4.82,-0.14
4/26/2016,2:00:00 AM,15.68,4.78,0.15
4/26/2016,3:00:00 AM,15.73,4.79,-0.05
4/26/2016,4:00:00 AM,15.8,4.82,-0.07
4/26/2016,5:00:00 AM,15.76,4.8,0.04
4/26/2016,6:00:00 AM,15.81,4.82,-0.05
4/26/2016,7:00:00 AM,15.66,4.77,0.15
4/26/2016,8:00:00 AM,15.83,4.82,-0.17
4/26/2016,9:00:00 AM,15.78,4.81,0.05
4/26/2016,10:00:00 AM,16.04,4.89,-0.26
4/26/2016,11:00:00 AM,15.61,4.76,0.43
4/26/2016,12:00:00 PM,15.68,4.78,-0.07
4/26/2016,1:00:00 PM,15.78,4.81,-0.1
4/26/2016,2:00:00 PM,15.83,4.82,-0.05
4/26/2016,3:00:00 PM,15.96,4.86,-0.13
4/26/2016,4:00:00 PM,15.64,4.77,0.32
4/26/2016,5:00:00 PM,15.58,4.75,0.06
4/26/2016,6:00:00 PM,15.61,4.76,-0.03
4/26/2016,7:00:00 PM,15.59,4.75,0.02
4/26/2016,8:00:00 PM,15.56,4.74,0.03
4/26/2016,9:00:00 PM,15.65,4.77,-0.09
4/26/2016,10:00:00 PM,15.63,4.76,0.02
4/26/2016,11:00:00 PM,15.61,4.76,0.02
4/27/2016,12:00:00 AM,15.66,4.77,-0.05
4/27/2016,1:00:00 AM,15.62,4.76,0.04
4/27/2016,2:00:00 AM,15.67,4.78,-0.05
4/27/2016,3:00:00 AM,15.89,4.84,-0.22
4/27/2016,4:00:00 AM,15.89,4.84,0
4/27/2016,5:00:00 AM,15.72,4.79,0.17
4/27/2016,6:00:00 AM,15.54,4.74,0.18
4/27/2016,7:00:00 AM,15.85,4.83,-0.31
4/27/2016,8:00:00 AM,15.69,4.78,0.16
4/27/2016,9:00:00 AM,15.2,4.63,0.49
4/27/2016,10:00:00 AM,15.2,4.63,0
4/27/2016,11:00:00 AM,15.36,4.68,-0.16
4/27/2016,12:00:00 PM,15.28,4.66,0.08
4/27/2016,1:00:00 PM,15.34,4.68,-0.06
4/27/2016,2:00:00 PM,15.23,4.64,0.11
4/27/2016,3:00:00 PM,15.23,4.64,0
4/27/2016,4:00:00 PM,15.26,4.65,-0.03
4/27/2016,5:00:00 PM,15.15,4.62,0.11
4/27/2016,6:00:00 PM,15.27,4.65,-0.12
4/27/2016,7:00:00 PM,15.47,4.72,-0.2
4/27/2016,8:00:00 PM,15.4,4.69,0.07
4/27/2016,9:00:00 PM,15.03,4.58,0.37
4/27/2016,10:00:00 PM,15,4.57,0.03
4/27/2016,11:00:00 PM,15.11,4.61,-0.11
4/28/2016,12:00:00 AM,14.88,4.54,0.23
4/28/2016,1:00:00 AM,15.04,4.58,-0.16
4/28/2016,2:00:00 AM,14.98,4.57,0.06
4/28/2016,3:00:00 AM,15.13,4.61,-0.15
4/28/2016,4:00:00 AM,14.97,4.56,0.16
4/28/2016,5:00:00 AM,15.22,4.64,-0.25
4/28/2016,6:00:00 AM,15,4.57,0.22
4/28/2016,7:00:00 AM,14.92,4.55,0.08
4/28/2016,8:00:00 AM,14.76,4.5,0.16
4/28/2016,9:00:00 AM,14.69,4.48,0.07
4/28/2016,10:00:00 AM,15.11,4.61,-0.42
4/28/2016,11:00:00 AM,14.99,4.57,0.12
4/28/2016,12:00:00 PM,14.81,4.51,0.18
4/28/2016,1:00:00 PM,14.96,4.56,-0.15
4/28/2016,2:00:00 PM,14.67,4.47,0.29
4/28/2016,3:00:00 PM,14.78,4.5,-0.11
4/28/2016,4:00:00 PM,15.06,4.59,-0.28
4/28/2016,5:00:00 PM,14.67,4.47,0.39
4/28/2016,6:00:00 PM,14.61,4.45,0.06
4/28/2016,7:00:00 PM,14.56,4.44,0.05
4/28/2016,8:00:00 PM,14.69,4.48,-0.13
4/28/2016,9:00:00 PM,14.54,4.43,0.15
4/28/2016,10:00:00 PM,14.63,4.46,-0.09
4/28/2016,11:00:00 PM,14.61,4.45,0.02
4/29/2016,12:00:00 AM,14.6,4.45,0.01
4/29/2016,1:00:00 AM,14.51,4.42,0.09
4/29/2016,2:00:00 AM,14.5,4.42,0.01
4/29/2016,3:00:00 AM,14.58,4.44,-0.08
4/29/2016,4:00:00 AM,14.45,4.4,0.13
4/29/2016,5:00:00 AM,14.43,4.4,0.02
4/29/2016,6:00:00 AM,14.28,4.35,0.15
4/29/2016,7:00:00 AM,14.35,4.37,-0.07
4/29/2016,8:00:00 AM,14.26,4.35,0.09
4/29/2016,9:00:00 AM,14.27,4.35,-0.01
4/29/2016,10:00:00 AM,14.34,4.37,-0.07
4/29/2016,11:00:00 AM,14.4,4.39,-0.06
4/29/2016,12:00:00 PM,14.22,4.33,0.18
4/29/2016,1:00:00 PM,14.26,4.35,-0.04
4/29/2016,2:00:00 PM,14.21,4.33,0.05
4/29/2016,3:00:00 PM,14.19,4.33,0.02
4/29/2016,4:00:00 PM,14.21,4.33,-0.02
4/29/2016,5:00:00 PM,14.11,4.3,0.1
4/29/2016,6:00:00 PM,14.14,4.31,-0.03
4/29/2016,7:00:00 PM,14.14,4.31,0
4/29/2016,8:00:00 PM,14.19,4.33,-0.05
4/29/2016,9:00:00 PM,14.1,4.3,0.09
4/29/2016,10:00:00 PM,14.16,4.32,-0.06
4/29/2016,11:00:00 PM,14.08,4.29,0.08
