Sample ID ,Site,Date,Year,Tissue,d34S ,d13C,d15N,Caged,WDN,R_FP,week ,Day,subsite,Exp_Wild
DM15064,Sacramento River,2/19/2015,2015,M,8.5,-23.33,13.18,uncaged,drought,River,0,NA,River,Wild
DM15065,Sacramento River,3/24/2015,2015,M,3.1,-26.55,10.25,uncaged,drought,River,0,NA,River,Wild
DM15066,Sacramento River,3/24/2015,2015,M,2.3,-25.92,10.66,uncaged,drought,River,0,NA,River,Wild
DM15071,Sacramento River,3/3/2015,2015,M,9.1,-22.24,13.85,uncaged,drought,River,0,NA,River,Wild
DM15073,Sacramento River,3/3/2015,2015,M,8.3,-23.23,12.38,uncaged,drought,River,0,NA,River,Wild
DM15074,Sacramento River,3/3/2015,2015,M,9.3,-21.94,13.33,uncaged,drought,River,0,NA,River,Wild
DM15078,Sacramento River,3/20/2015,2015,M,6.5,-22.58,13.7,uncaged,drought,River,0,NA,River,Wild
DM15091,Sacramento River,3/17/2015,2015,M,1.4,-23.65,10.06,uncaged,drought,River,0,NA,River,Wild
DM15092,Sacramento River,3/17/2015,2015,M,1.7,-22.88,10.33,uncaged,drought,River,0,NA,River,Wild
DM15094,Sacramento River,2/9/2015,2015,M,3.6,-23.38,11.25,uncaged,drought,River,0,NA,River,Wild
DM15097,Sacramento River,3/23/2015,2015,M,4.9,-23.47,12.62,uncaged,drought,River,0,NA,River,Wild
DM15098,Sacramento River,4/14/2015,2015,M,-0.8,-20.76,10.38,uncaged,drought,River,0,NA,River,Wild
DM15101,Sacramento River,4/9/2015,2015,M,-1.1,-20.32,9.83,uncaged,drought,River,0,NA,River,Wild
DM15102,Sacramento River,3/6/2015,2015,M,7.6,-20.97,13.61,uncaged,drought,River,0,NA,River,Wild
DM15103,Sacramento River,3/6/2015,2015,M,4.7,-23.4,11.98,uncaged,drought,River,0,NA,River,Wild
NP15001,Yolo Bypass,2/15/2015,2015,M,0.8,-30.35,10.1,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15002,Yolo Bypass,2/15/2015,2015,M,4.7,-26.5,11.52,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15003,Yolo Bypass,2/15/2015,2015,M,5.4,-26.48,11.48,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15004,Yolo Bypass,2/15/2015,2015,M,NA,-27.88,11.42,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15005,Yolo Bypass,2/15/2015,2015,M,1.6,-27.78,11.47,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15006,Yolo Bypass,2/15/2015,2015,M,4.3,-26.28,11.13,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15007,Yolo Bypass,2/15/2015,2015,M,5.7,-26.36,11.25,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15009,Yolo Bypass,2/15/2015,2015,M,2.2,-27.64,11.49,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15010,Yolo Bypass,2/15/2015,2015,M,4.2,-26.05,11.89,uncaged,drought,Floodplain,2,10,replicated fields,Experimental
NP15011,Yolo Bypass,2/22/2015,2015,M,-1,-29.19,10.25,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15012,Yolo Bypass,2/22/2015,2015,M,-0.8,-29.27,10.7,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15013,Yolo Bypass,2/22/2015,2015,M,-3.2,-29.86,11.08,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15014,Yolo Bypass,2/22/2015,2015,M,-3.9,-30.94,10.95,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15015,Yolo Bypass,2/22/2015,2015,M,1.2,-28.04,10.97,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15016,Yolo Bypass,2/22/2015,2015,M,-1.3,-29.63,10.42,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15017,Yolo Bypass,2/22/2015,2015,M,-1.1,-28.87,10.84,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15018,Yolo Bypass,2/22/2015,2015,M,-2.6,-29.36,11.32,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15019,Yolo Bypass,2/22/2015,2015,M,0.8,-29.34,11.14,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15021,Yolo Bypass,2/22/2015,2015,M,-0.2,-29.52,10.68,uncaged,drought,Floodplain,3,17,replicated fields,Experimental
NP15022,Yolo Bypass,2/27/2015,2015,M,-0.8,-28.53,11.19,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15023,Yolo Bypass,2/27/2015,2015,M,-0.9,-28.67,10.59,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15024,Yolo Bypass,2/27/2015,2015,M,-2.2,-29.89,10.08,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15025,Yolo Bypass,2/27/2015,2015,M,-2.9,-30.44,10.73,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15026,Yolo Bypass,2/27/2015,2015,M,-1.4,-28.93,10.63,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15027,Yolo Bypass,2/27/2015,2015,M,-3.9,-30.05,10.97,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15028,Yolo Bypass,2/27/2015,2015,M,-3,-30.42,11.19,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15029,Yolo Bypass,2/27/2015,2015,M,-3.5,-30.39,11.03,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
NP15030,Yolo Bypass,2/27/2015,2015,M,-3.1,-29.64,10.17,uncaged,drought,Floodplain,4,23,replicated fields,Experimental
DM15001,Sacramento River,5/13/2015,2015,S,-0.8,-27.99,10.18,uncaged,drought,River,,NA,River,Experimental
DM15002,Sacramento River,5/13/2015,2015,S,-1.33,-28.03,9.16,uncaged,drought,River,,NA,River,Wild
DM15006,Sacramento River,5/16/2015,2015,S,-0.78,-27.24,9.9,uncaged,drought,River,,NA,River,Wild
DM15009,Sacramento River,4/10/2015,2015,S,-0.2,-27.79,8.24,uncaged,drought,River,,NA,River,Wild
DM15010,Sacramento River,4/10/2015,2015,S,-1.48,-29.26,9.05,uncaged,drought,River,,NA,River,Wild
DM15012,Sacramento River,4/27/2015,2015,S,-1.84,-24.99,9.05,uncaged,drought,River,,NA,River,Wild
DM15017,Sacramento River,4/24/2015,2015,S,-0.93,-25.28,8.72,uncaged,drought,River,,NA,River,Wild
DM15019,Sacramento River,4/20/2015,2015,S,-1.19,-28.77,9.52,uncaged,drought,River,,NA,River,Wild
DM15020,Sacramento River,5/11/2015,2015,S,-1.93,-23.54,8.06,uncaged,drought,River,,NA,River,Wild
DM15022,Sacramento River,4/13/2015,2015,S,-2.05,-29.69,8.77,uncaged,drought,River,,NA,River,Wild
DM15023,Sacramento River,4/13/2015,2015,S,-1.23,-28.24,6.68,uncaged,drought,River,,NA,River,Wild
DM15028,Sacramento River,4/3/2015,2015,S,-0.02,-29.09,9.63,uncaged,drought,River,,NA,River,Wild
DM15029,Sacramento River,4/3/2015,2015,S,1.6,-28.12,9,uncaged,drought,River,,NA,River,Wild
DM15030,Sacramento River,2/9/2015,2015,S,2.23,-28.97,7.11,uncaged,drought,River,,NA,River,Wild
DM15032,Sacramento River,2/20/2015,2015,S,6.22,-29.26,7.05,uncaged,drought,River,,NA,River,Wild
DM15040,Sacramento River,1/20/2015,2015,S,2.93,-25.51,9.35,uncaged,drought,River,,NA,River,Wild
DM15044,Sacramento River,2/10/2015,2015,S,2.69,-29.42,8.36,uncaged,drought,River,,NA,River,Wild
DM15045,Sacramento River,2/10/2015,2015,S,3.15,-32.94,4.8,uncaged,drought,River,,NA,River,Wild
DM15049,Sacramento River,3/5/2015,2015,S,3.04,-28.43,5.07,uncaged,drought,River,,NA,River,Wild
DM15050,Sacramento River,2/24/2015,2015,S,3.24,-29.23,7.15,uncaged,drought,River,,NA,River,Wild
DM15052,Sacramento River,2/17/2015,2015,S,5.49,-26.86,5.93,uncaged,drought,River,,NA,River,Wild
DM15053,Sacramento River,2/17/2015,2015,S,3.18,-28.19,9.2,uncaged,drought,River,,NA,River,Wild
DM15056,Sacramento River,3/10/2015,2015,S,2.48,-28.44,6.49,uncaged,drought,River,,NA,River,Wild
DM15058,Sacramento River,3/17/2015,2015,S,1.72,-29.34,6.74,uncaged,drought,River,,NA,River,Wild
DM15059,Sacramento River,3/17/2015,2015,S,3.32,-28.85,7.46,uncaged,drought,River,,NA,River,Wild
DM15060,Sacramento River,1/6/2015,2015,S,-0.49,-31.79,5.21,uncaged,drought,River,,NA,River,Wild
DM15062,Sacramento River,2/26/2015,2015,S,4.96,-36.48,6.54,uncaged,drought,River,,NA,River,Wild
DM15063,Sacramento River,2/19/2015,2015,S,3.79,-30.11,4.75,uncaged,drought,River,,NA,River,Wild
DM15064,Sacramento River,2/19/2015,2015,S,3.98,-31.16,4.89,uncaged,drought,River,,NA,River,Wild
DM15065,Sacramento River,3/24/2015,2015,S,0.41,-27.73,8.72,uncaged,drought,River,,NA,River,Wild
DM15066,Sacramento River,3/24/2015,2015,S,0.56,-28.14,6.41,uncaged,drought,River,,NA,River,Wild
DM15071,Sacramento River,3/3/2015,2015,S,3.56,-29.39,4.87,uncaged,drought,River,,NA,River,Wild
DM15073,Sacramento River,3/3/2015,2015,S,2.96,-30.33,7.39,uncaged,drought,River,,NA,River,Wild
DM15074,Sacramento River,3/3/2015,2015,S,3.14,-29.58,6.05,uncaged,drought,River,,NA,River,Wild
DM15078,Sacramento River,3/20/2015,2015,S,2.73,-27.74,6.8,uncaged,drought,River,,NA,River,Wild
DM15091,Sacramento River,3/17/2015,2015,S,-0.18,-25.18,4.5,uncaged,drought,River,,NA,River,Wild
DM15092,Sacramento River,3/17/2015,2015,S,0.84,-26.64,5.2,uncaged,drought,River,,NA,River,Wild
DM15094,Sacramento River,2/9/2015,2015,S,1.06,-29.06,5.26,uncaged,drought,River,,NA,River,Wild
DM15097,Sacramento River,3/23/2015,2015,S,4.87,-26.76,9.47,uncaged,drought,River,,NA,River,Wild
DM15098,Sacramento River,4/14/2015,2015,S,-0.94,-22.57,1.67,uncaged,drought,River,,NA,River,Wild
DM15101,Sacramento River,4/9/2015,2015,S,-1.46,-25.89,6.55,uncaged,drought,River,,NA,River,Wild
DM15102,Sacramento River,3/6/2015,2015,S,0.74,-22.17,9.37,uncaged,drought,River,,NA,River,Wild
DM15103,Sacramento River,3/6/2015,2015,S,2.33,-28.58,8.04,uncaged,drought,River,,NA,River,Wild
NA,Yolo Bypass,2/5/2015,2015,M,12.72,-22.4,9.24,uncaged,average,River,0,0,hatchery,
NA,Yolo Bypass,2/5/2015,2015,M,13.6,-19.57,11.86,uncaged,average,River,0,0,hatchery,
NA,Yolo Bypass,2/5/2015,2015,M,13.82,-22.5,10.19,uncaged,average,River,0,0,hatchery,
NP15001,Yolo Bypass,2/15/2015,2015,S,-4.1,-31.62,5.75,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15002,Yolo Bypass,2/15/2015,2015,S,2.46,-32.53,5.94,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15003,Yolo Bypass,2/15/2015,2015,S,-0.92,-32.66,6.71,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15004,Yolo Bypass,2/15/2015,2015,S,-6.09,-33.45,5.95,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15005,Yolo Bypass,2/15/2015,2015,S,-7.28,-32.96,6.2,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15006,Yolo Bypass,2/15/2015,2015,S,-3.39,-32.52,5.96,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15007,Yolo Bypass,2/15/2015,2015,S,-5.59,-34.28,4.93,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15009,Yolo Bypass,2/15/2015,2015,S,NA,NA,NA,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15010,Yolo Bypass,2/15/2015,2015,S,-6.7,-30.96,6.22,uncaged,drought,Floodplain,,10,replicated fields,Experimental
NP15011,Yolo Bypass,2/22/2015,2015,S,-5.28,-35.92,5.3,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15012,Yolo Bypass,2/22/2015,2015,S,-7.95,-35.27,5.95,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15013,Yolo Bypass,2/22/2015,2015,S,-9.95,-33.33,7.29,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15014,Yolo Bypass,2/22/2015,2015,S,-5.35,-31.34,8.02,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15015,Yolo Bypass,2/22/2015,2015,S,-8.11,-34.69,5.9,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15016,Yolo Bypass,2/22/2015,2015,S,-7.41,-35.59,6.02,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15017,Yolo Bypass,2/22/2015,2015,S,-5.6,-31.85,4.92,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15018,Yolo Bypass,2/22/2015,2015,S,-9.33,-34.13,7.48,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15019,Yolo Bypass,2/22/2015,2015,S,-5.85,-34.3,7.05,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15021,Yolo Bypass,2/22/2015,2015,S,-7.84,-35.68,5.33,uncaged,drought,Floodplain,,17,replicated fields,Experimental
NP15022,Yolo Bypass,2/27/2015,2015,S,-7.52,-32.37,7.83,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15023,Yolo Bypass,2/27/2015,2015,S,-6.15,-34.56,5.4,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15024,Yolo Bypass,2/27/2015,2015,S,-6.47,-33.69,7.24,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15025,Yolo Bypass,2/27/2015,2015,S,-7.58,-33.83,7.04,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15026,Yolo Bypass,2/27/2015,2015,S,-3.8,-36.26,5.39,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15027,Yolo Bypass,2/27/2015,2015,S,-5.29,-33.54,6.87,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15028,Yolo Bypass,2/27/2015,2015,S,-7.33,-34.22,7.65,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15029,Yolo Bypass,2/27/2015,2015,S,-5.84,-30.23,7.1,uncaged,drought,Floodplain,,23,replicated fields,Experimental
NP15030,Yolo Bypass,2/27/2015,2015,S,-5.9,-30.17,5.82,uncaged,drought,Floodplain,,23,replicated fields,Experimental
DM16015,Sacramento River,3/3/2016,2016,M,14.13,-17.82,16.7,uncaged,average,River,0,NA,River,Wild
DM16016,Sacramento River,3/11/2016,2016,M,5.6,-24.2,12.49,uncaged,average,River,0,NA,River,Wild
DM16019,Sacramento River,4/18/2016,2016,M,11.5,-20.25,11.04,uncaged,average,River,0,NA,River,Wild
DM16020,Sacramento River,4/8/2016,2016,M,6.1,-21.78,10.99,uncaged,average,River,0,NA,River,Wild
DM16022,Sacramento River,4/29/2016,2016,M,13.8,-19.62,11.22,uncaged,average,River,0,NA,River,Wild
DM16023,Sacramento River,3/11/2016,2016,M,4.8,-22.32,13.81,uncaged,average,River,0,NA,River,Wild
DM16027,Sacramento River,5/2/2016,2016,M,7.56,-21.14,11.21,uncaged,average,River,0,NA,River,Wild
DM16027,Sacramento River,5/2/2016,2016,M,7.56,-21.14,11.21,uncaged,average,River,0,NA,River,Wild
DM16028,Sacramento River,5/9/2016,2016,M,1.1,-22.75,13.31,uncaged,average,River,0,NA,River,Wild
DM16029,Sacramento River,3/25/2016,2016,M,1.8,-22.48,10.9,uncaged,average,River,0,NA,River,Wild
DM16033,Sacramento River,3/21/2016,2016,M,10.2,-20.15,15.51,uncaged,average,River,0,NA,River,Wild
DM16034,Sacramento River,2/16/2016,2016,M,5.3,-26.94,10.8,uncaged,average,River,0,NA,River,Wild
DM16036,Sacramento River,3/21/2016,2016,M,7.6,-21.3,14.28,uncaged,average,River,0,NA,River,Wild
DM16037,Sacramento River,5/11/2016,2016,M,5.8,-23.53,7.45,uncaged,average,River,0,NA,River,Wild
DM16040,Sacramento River,4/1/2016,2016,M,2.9,-24.07,11.76,uncaged,average,River,0,NA,River,Wild
DM16042,Sacramento River,4/25/2016,2016,M,-1.1,-21.37,10.32,uncaged,average,River,0,NA,River,Wild
DM16044,Sacramento River,4/18/2016,2016,M,12.5,-20.06,12.14,uncaged,average,River,0,NA,River,Wild
DM16047,Sacramento River,4/7/2016,2016,M,4.9,-26.04,11.95,uncaged,average,River,0,NA,River,Wild
DM16048,Sacramento River,2/8/2016,2016,M,-4.22,-33.82,6.26,uncaged,average,River,0,NA,River,Wild
DM16049,Sacramento River,4/18/2016,2016,M,12.6,-19.8,11.97,uncaged,average,River,0,NA,River,Wild
DM16050,Sacramento River,5/11/2016,2016,M,-1.6,-20.2,10.04,uncaged,average,River,0,NA,River,Wild
DM16150,Sacramento River,5/11/2016,2016,M,3.4,-25.9,11.81,uncaged,average,River,0,NA,River,Wild
DM16051,Sacramento River,4/1/2016,2016,M,-3.92,-32.93,5.63,uncaged,average,River,0,NA,River,Wild
DM16052,Sacramento River,4/1/2016,2016,M,10.9,-20.26,11.42,uncaged,average,River,0,NA,River,Wild
DM16052,Sacramento River,4/1/2016,2016,M,10.9,-20.26,11.42,uncaged,average,River,0,NA,River,Wild
DM16053,Sacramento River,5/9/2016,2016,M,-1.39,-20.85,9.89,uncaged,average,River,0,NA,River,Wild
DM16060,Sacramento River,5/16/2016,2016,M,15.7,-16.78,18.2,uncaged,average,River,0,NA,River,Wild
DM16060,Sacramento River,5/16/2016,2016,M,15.7,-16.78,18.2,uncaged,average,River,0,NA,River,Wild
DM16062,Sacramento River,5/11/2016,2016,M,-0.72,-22.39,10.09,uncaged,average,River,0,NA,River,Wild
DM16062,Sacramento River,5/11/2016,2016,M,-0.72,-22.39,10.09,uncaged,average,River,0,NA,River,Wild
DM16063,Sacramento River,3/16/2016,2016,M,10.8,-20.66,14.67,uncaged,average,River,0,NA,River,Wild
DM16065,Sacramento River,2/8/2016,2016,M,7.85,-23.67,12.84,uncaged,average,River,0,NA,River,Wild
DM16066,Sacramento River,4/11/2016,2016,M,6.09,-26.94,10.65,uncaged,average,River,0,NA,River,Wild
DM16066,Sacramento River,4/11/2016,2016,M,6.09,-26.94,10.65,uncaged,average,River,0,NA,River,Wild
DM16068,Sacramento River,4/15/2016,2016,M,12.7,-20.2,11.58,uncaged,average,River,0,NA,River,Wild
DM16075,Sacramento River,4/8/2016,2016,M,8.65,-21.21,11.1,uncaged,average,River,0,NA,River,Wild
DM16076,Sacramento River,2/24/2016,2016,M,13.46,-21.49,11.18,uncaged,average,River,0,NA,River,Wild
DM16077,Sacramento River,2/24/2016,2016,M,16.85,-18.53,17.37,uncaged,average,River,0,NA,River,Wild
DM16080,Sacramento River,4/18/2016,2016,M,13,-21.35,11.19,uncaged,average,River,0,NA,River,Wild
DM16080,Sacramento River,4/18/2016,2016,M,13,-21.35,11.19,uncaged,average,River,0,NA,River,Wild
DM16081,Sacramento River,2/18/2016,2016,M,11.99,-22.68,14.53,uncaged,average,River,0,NA,River,Wild
DM16082,Sacramento River,4/15/2016,2016,M,13.7,-19.81,11.68,uncaged,average,River,0,NA,River,Wild
DM16083,Sacramento River,2/18/2016,2016,M,11.34,-22.7,14.15,uncaged,average,River,0,NA,River,Wild
DM16084,Sacramento River,3/3/2016,2016,M,7.6,-23.03,12.74,uncaged,average,River,0,NA,River,Wild
DM16085,Sacramento River,3/11/2016,2016,M,4.05,-25.24,10.9,uncaged,average,River,0,NA,River,Wild
DM16086,Sacramento River,3/15/2016,2016,M,16.55,-17.25,18.16,uncaged,average,River,0,NA,River,Wild
DM16087,Sacramento River,2/24/2016,2016,M,14.75,-18.01,17.25,uncaged,average,River,0,NA,River,Wild
DM16088,Sacramento River,3/3/2016,2016,M,13.39,-18.62,16.57,uncaged,average,River,0,NA,River,Wild
DM16147,Sacramento River,3/28/2016,2016,M,0.5,-23.13,9.32,uncaged,average,River,0,NA,River,Wild
DM16152,Sacramento River,2/5/2016,2016,M,8.3,-22.24,13.57,uncaged,average,River,0,NA,River,Wild
DM16153,Sacramento River,2/18/2016,2016,M,4.9,-26.44,11.1,uncaged,average,River,0,NA,River,Wild
DM16155,Sacramento River,4/7/2016,2016,M,2.3,-26.81,10.42,uncaged,average,River,0,NA,River,Wild
DM16156,Sacramento River,3/15/2016,2016,M,12.2,-20.07,16.35,uncaged,average,River,0,NA,River,Wild
DM16159,Sacramento River,4/29/2016,2016,M,12.8,-19.92,11.26,uncaged,average,River,0,NA,River,Wild
DM16160,Sacramento River,2/18/2016,2016,M,6.4,-25.57,11.77,uncaged,average,River,0,NA,River,Wild
DM16162,Sacramento River,2/5/2016,2016,M,13.3,-19.71,15.78,uncaged,average,River,0,NA,River,Wild
DM16163,Sacramento River,2/5/2016,2016,M,13,-18.02,17.23,uncaged,average,River,0,NA,River,Wild
DM16164,Sacramento River,2/12/2016,2016,M,14.6,-19.19,17.03,uncaged,average,River,0,NA,River,Wild
NP16003,Yolo Bypass,3/7/2016,2016,M,-3.5,-33.72,11.13,uncaged,average,Floodplain,5,,replicated fields,Experimental
NP16004,Yolo Bypass,3/7/2016,2016,M,-3.8,-34.34,10.75,uncaged,average,Floodplain,5,,replicated fields,Experimental
NP16005,Yolo Bypass,3/1/2016,2016,M,-4.4,-34.41,11.17,uncaged,average,Floodplain,4,,replicated fields,Experimental
NP16007,Yolo Bypass,2/16/2016,2016,M,2.9,-28.09,12.21,uncaged,average,Floodplain,2,,replicated fields,Experimental
NP16010,Yolo Bypass,2/15/2016,2016,M,1.6,-32.08,12.15,uncaged,average,Floodplain,2,14,replicated fields,Experimental
NP16011,Yolo Bypass,2/22/2016,2016,M,-1.1,-31.12,12,uncaged,average,Floodplain,3,21,replicated fields,Experimental
NP16012,Yolo Bypass,2/22/2016,2016,M,-1.3,-31.84,11.75,uncaged,average,Floodplain,3,21,replicated fields,Experimental
NP16013,Yolo Bypass,2/22/2016,2016,M,-2.9,-32.78,12,uncaged,average,Floodplain,3,21,replicated fields,Experimental
NP16014,Yolo Bypass,2/22/2016,2016,M,-2.6,-32.25,12.01,uncaged,average,Floodplain,3,21,replicated fields,Experimental
NP16015,Yolo Bypass,2/22/2016,2016,M,-1.8,-32.12,12.11,uncaged,average,Floodplain,3,21,replicated fields,Experimental
NP16016,Yolo Bypass,2/9/2016,2016,M,7.7,-26.01,13.28,uncaged,average,Floodplain,1,8,replicated fields,Experimental
NP16021,Yolo Bypass,2/29/2016,2016,M,-3.1,-34.47,10.87,uncaged,average,Floodplain,4,28,replicated fields,Experimental
NP16022,Yolo Bypass,2/29/2016,2016,M,-3.2,-33.29,10.76,uncaged,average,Floodplain,4,28,replicated fields,Experimental
NP16024,Yolo Bypass,2/29/2016,2016,M,-2.9,-31.97,11.05,uncaged,average,Floodplain,4,28,replicated fields,Experimental
NP16025,Yolo Bypass,2/29/2016,2016,M,-3.9,-33.04,10.46,uncaged,average,Floodplain,4,28,replicated fields,Experimental
NP16026,Yolo Bypass,3/10/2016,2016,M,-5.6,-35.44,12.01,uncaged,average,Floodplain,6,37,replicated fields,Experimental
NP16026,Yolo Bypass,3/10/2016,2016,M,-5.6,-35.44,12.01,uncaged,average,Floodplain,6,37,replicated fields,Experimental
NP16027,Yolo Bypass,3/10/2016,2016,M,-5.3,-34.77,11.99,uncaged,average,Floodplain,6,37,replicated fields,Experimental
NP16027,Yolo Bypass,3/10/2016,2016,M,-5.3,-34.77,11.99,uncaged,average,Floodplain,6,37,replicated fields,Experimental
NP16028,Yolo Bypass,3/10/2016,2016,M,-5.2,-34.42,12.04,uncaged,average,Floodplain,6,37,replicated fields,Experimental
NP16029,Yolo Bypass,3/10/2016,2016,M,-4.4,-34.9,11.97,uncaged,average,Floodplain,6,37,replicated fields,Experimental
NP16031,Yolo Bypass,2/1/2016,2016,M,12.68,-22.4,9.29,uncaged,average,River,0,0,hatchery,
NP16032,Yolo Bypass,2/1/2016,2016,M,13.62,-19.53,11.86,uncaged,average,River,0,0,hatchery,
NP16033,Yolo Bypass,2/1/2016,2016,M,13.8,-22.49,10.16,uncaged,average,River,0,0,hatchery,
NP16034,Yolo Bypass,3/11/2016,2016,M,-1,-29.15,12.9,caged,average,Floodplain,6,38,toe drain,Experimental
NP16035,Yolo Bypass,3/11/2016,2016,M,-0.89,-28.47,11.83,caged,average,Floodplain,6,38,toe drain,Experimental
NP16036,Yolo Bypass,3/11/2016,2016,M,-1.87,-28.53,11.98,caged,average,Floodplain,6,38,toe drain,Experimental
NP16037,Yolo Bypass,3/11/2016,2016,M,-1.3,-29.36,12.84,caged,average,Floodplain,6,38,toe drain,Experimental
NP16038,Yolo Bypass,4/7/2016,2016,M,-2.2,-28.08,9.61,uncaged,average,Floodplain,4,,fieldx,Wild
NP16039,Yolo Bypass,4/6/2016,2016,M,-4.3,-31.61,6.36,uncaged,average,Floodplain,4,,fieldx,Wild
NP16040,Yolo Bypass,3/29/2016,2016,M,2.71,-25.21,11.51,uncaged,average,Floodplain,4,,fieldx,Wild
